,Speaker,Date,Article_Link,Location,Word_Count,Inflation_Mentions,Expectation_Mentions,Resolve_Mentions,Optimism_Mentions,Recession_Mentions,Employment_Mentions,Unemployment_Mentions,Wage_Mentions,Instability_Mentions,Crisis_Mentions,Rate_Mentions,Spread_Mentions,Easing_Mentions,Tightening_Metions,Uncertainty_Mentions,Output_Mentions,Declining_Mentions,Rising_Mentions,Concern_Mentions,Labor_Mentions,Interest_Mentions
56_14,Chairman Alan Greenspan,2000-10-16,https://www.federalreserve.gov/boarddocs/speeches/2000/20001016.htm,"At the Financial Markets Conference sponsored by the Federal Reserve Bank of Atlanta, Sea Island, Georgia (via videoconference)",2427,0,0,0,0,0,0,0,0,0,0,7,2,3,0,1,0,1,0,6,0,1
56_15,"Vice Chairman Roger W. Ferguson, Jr.",2000-10-11,https://www.federalreserve.gov/boarddocs/speeches/2000/20001011.htm,"At a workshop on Promoting the Use of Electronic Payments, Federal Reserve Bank of Chicago, Chicago, Illinois",2975,0,2,0,0,0,0,0,0,0,1,8,0,2,0,0,0,0,1,0,0,4
56_16,Chairman Alan Greenspan,2000-09-18,https://www.federalreserve.gov/boarddocs/speeches/2000/20000918.htm,"Before the American Bankers Association, Washington, D.C.",2576,0,0,0,0,0,0,0,0,0,1,3,0,5,0,7,0,0,0,1,0,1
56_17,"Vice Chairman Roger W. Ferguson, Jr.",2000-09-15,https://www.federalreserve.gov/boarddocs/speeches/2000/20000915.htm,"Before the Coalition of Black Investors, Washington, D.C.",2968,3,0,0,0,0,12,7,0,0,0,19,0,1,0,1,0,0,0,1,1,6
56_18,Governor Laurence H. Meyer,2000-08-31,https://www.federalreserve.gov/boarddocs/speeches/2000/20000831.htm,"Before the Bank of Thailand Symposium, Risk Management of Financial Institutions, Bangkok, Thailand",3994,0,0,0,0,0,0,0,0,0,2,18,0,2,0,0,0,1,1,1,0,2
56_19,Chairman Alan Greenspan,2000-08-25,https://www.federalreserve.gov/boarddocs/speeches/2000/20000825.htm,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",1940,2,1,0,0,0,2,1,0,0,0,12,2,6,0,0,1,0,0,1,3,0
56_20,Chairman Alan Greenspan,2000-07-12,https://www.federalreserve.gov/boarddocs/speeches/2000/20000712.htm,"At the Financial Crisis Conference, Council on Foreign Relations, New York, New York",2738,0,0,0,0,1,0,0,0,1,14,14,1,5,0,1,0,0,1,1,0,2
56_21,Chairman Alan Greenspan,2000-07-11,https://www.federalreserve.gov/boarddocs/speeches/2000/20000711.htm,"Before the National Governors' Association, 92nd Annual Meeting, State College, Pennsylvania",2935,0,0,0,0,0,2,1,0,0,0,8,1,8,0,1,7,0,1,1,12,0
56_22,Chairman Alan Greenspan,2000-06-13,https://www.federalreserve.gov/boarddocs/speeches/2000/20000613.htm,"Before the New York Association for Business Economics, New York, New York (via videoconference)",3328,2,1,0,0,1,3,1,0,0,0,40,1,2,0,3,19,0,3,1,5,2
56_23,Governor Laurence H. Meyer,2000-06-06,https://www.federalreserve.gov/boarddocs/speeches/2000/20000606.htm,"Before the Boston Economics Club, Boston, Massachusetts",4691,78,2,0,2,0,13,9,5,0,0,62,5,3,0,6,4,0,6,0,18,3
56_24,Governor Laurence H. Meyer,2000-06-01,https://www.federalreserve.gov/boarddocs/speeches/2000/20000601.htm,"At the Risk Management Planning Conference, Chicago, Illinois",3374,0,1,0,0,0,1,0,0,0,0,9,1,8,0,0,0,0,1,3,0,2
56_25,Governor Laurence H. Meyer,2000-05-31,https://www.federalreserve.gov/boarddocs/speeches/2000/20000531.htm,"At the Federal Financial Institutions Examination Council, International Banking Conference, Arlington, Virginia",4047,0,1,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,1,2,1,3
56_26,"Vice Chairman Roger W. Ferguson, Jr.",2000-05-26,https://www.federalreserve.gov/boarddocs/speeches/2000/20000526.htm,"Before the National Association of Urban Bankers, Urban Financial Services Coalition, San Francisco, California",3011,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,3,0,2
56_27,Chairman Alan Greenspan,2000-05-25,https://www.federalreserve.gov/boarddocs/speeches/2000/20000525.htm,"Before the National Association of Urban Bankers, Urban Financial Services Coalition, San Francisco, California (via videoconference)",2605,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,3,1,0,0,3,6
56_28,"Vice Chairman Roger W. Ferguson, Jr.",2000-05-22,https://www.federalreserve.gov/boarddocs/speeches/2000/20000522.htm,"Before the Independent Community Bankers of America, Washington, D.C.",3360,1,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,5,3,0,8
56_29,Chairman Alan Greenspan,2000-05-18,https://www.federalreserve.gov/boarddocs/speeches/2000/20000518.htm,"At The White House, Washington, D.C.",454,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
56_30,"Vice Chairman Roger W. Ferguson, Jr.",2000-05-12,https://www.federalreserve.gov/boarddocs/speeches/2000/20000512.htm,"Before the Florida Council of 100, Washington, D.C.",2839,8,0,0,0,2,4,3,0,0,0,13,0,1,0,0,3,0,0,0,0,2
56_31,"Vice Chairman Roger W. Ferguson, Jr.",2000-05-11,https://www.federalreserve.gov/boarddocs/speeches/2000/20000511.htm,"At the Cleveland Millennium Conference 2000, Cleveland, Ohio",3436,8,0,0,0,0,4,4,0,0,0,14,0,1,0,0,4,0,0,0,3,1
56_32,"Vice Chairman Roger W. Ferguson, Jr.",2000-05-09,https://www.federalreserve.gov/boarddocs/speeches/2000/20000509.htm,"At the New Economy Forum, Haas School of Business, University of California, Berkeley, Portola Valley, CA",3327,14,1,0,0,0,6,5,3,0,0,44,0,4,0,3,3,0,1,0,8,5
56_33,"Vice Chairman Roger W. Ferguson, Jr.",2000-05-04,https://www.federalreserve.gov/boarddocs/speeches/2000/200005042.htm,"At the 36th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",2763,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,0,0,2,0,2,3
56_34,Chairman Alan Greenspan,2000-05-04,https://www.federalreserve.gov/boarddocs/speeches/2000/20000504.htm,"At the 36th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",3306,0,1,0,0,1,0,0,0,0,2,13,0,4,0,1,0,0,2,7,0,3
56_35,Chairman Alan Greenspan,2000-04-27,https://www.federalreserve.gov/boarddocs/speeches/2000/20000427.htm,"At the Federal Reserve Bank of Kansas City Conference ""Beyond Agriculture: New Policies for Rural America,""",2437,0,0,0,0,0,2,0,0,0,0,2,2,2,1,0,3,0,0,0,4,0
56_36,Governor Edward M. Gramlich,2000-04-20,https://www.federalreserve.gov/boarddocs/speeches/2000/20000420.htm,"At the University of Oregon, Eugene, Oregon",4020,22,0,1,0,4,8,5,2,0,0,26,1,3,0,1,9,4,4,0,2,3
56_37,Governor Edward M. Gramlich,2000-04-17,https://www.federalreserve.gov/boarddocs/speeches/2000/20000417.htm,"At the Community Reinvestment Act Conference, San Francisco, California",2161,0,0,0,0,0,3,2,3,0,0,19,2,1,0,0,0,0,1,0,3,1
56_38,Governor Edward M. Gramlich,2000-04-14,https://www.federalreserve.gov/boarddocs/speeches/2000/200004142.htm,"At the Fair Housing Council of New York, Syracuse, New York",2579,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,0,2,0,0,3
56_39,Chairman Alan Greenspan,2000-04-14,https://www.federalreserve.gov/boarddocs/speeches/2000/20000414.htm,"Before the Journal of Financial Services Research and the American Enterprise Institute Conference, in Honor of Anna Schwartz,",2361,0,0,0,0,0,0,0,0,0,1,8,0,2,0,9,1,0,4,0,0,2
56_40,Governor Laurence H. Meyer,2000-04-12,https://www.federalreserve.gov/boarddocs/speeches/2000/20000412.htm,"Before the Toronto Association for Business and Economics, Toronto, Canada",4833,54,4,0,0,0,18,13,5,1,0,112,1,3,18,3,15,3,6,5,6,33
56_41,Chairman Alan Greenspan,2000-04-11,https://www.federalreserve.gov/boarddocs/speeches/2000/20000411.htm,"At the U.S. Department of Labor National Skills Summit, Washington, D.C.",2654,3,0,0,0,1,5,2,4,0,0,10,0,4,0,3,3,0,2,0,14,0
56_42,Chairman Alan Greenspan,2000-04-10,https://www.federalreserve.gov/boarddocs/speeches/2000/20000410.htm,"Before the National Automated Clearinghouse Association Annual Meeting, Los Angeles, California (via videoconference)",1913,0,0,1,0,0,0,0,0,0,1,3,1,3,0,2,0,0,0,4,1,2
56_43,Chairman Alan Greenspan,2000-04-07,https://www.federalreserve.gov/boarddocs/speeches/2000/20000407.htm,"Before the National Technology Forum, St. Louis, Missouri (via videoconference)",2080,6,1,0,0,1,0,0,0,0,0,13,0,1,0,3,3,2,1,0,3,5
56_44,"Vice Chairman Roger W. Ferguson, Jr.",2000-04-06,https://www.federalreserve.gov/boarddocs/speeches/2000/20000406.htm,"At Widener University, Chester, Pennsylvania",2780,6,7,0,0,0,0,0,0,0,1,7,1,0,0,1,1,0,0,0,3,1
56_45,Chairman Alan Greenspan,2000-04-05,https://www.federalreserve.gov/boarddocs/speeches/2000/20000405.htm,"Before the White House Conference on the New Economy, Washington, D.C.",2692,12,3,0,0,2,1,0,0,0,0,18,0,5,0,3,3,1,3,0,7,6
56_46,"Governor Edward W. Kelley, Jr.",2000-03-30,https://www.federalreserve.gov/boarddocs/speeches/2000/20000330.htm,"At the Cosmos Club, Washington, D.C.",2645,0,1,0,0,0,1,0,1,0,1,2,0,2,0,0,0,0,1,5,0,2
56_47,Chairman Alan Greenspan,2000-03-22,https://www.federalreserve.gov/boarddocs/speeches/2000/20000322.htm,"Before the Annual Conference of the National Community Reinvestment Coalition, Washington, D.C.",2836,3,0,0,0,1,2,1,6,0,0,6,1,5,1,0,4,1,3,2,7,2
56_48,Governor Edward M. Gramlich,2000-03-13,https://www.federalreserve.gov/boarddocs/speeches/2000/20000313.htm,"The Leon and Josephine Winkelman Lecture in Gerontology, University of Michigan School of Social Work, Ann Arbor, Michigan",5938,2,0,1,0,0,0,0,11,0,0,36,0,0,0,0,5,0,6,0,3,5
56_49,Chairman Alan Greenspan,2000-03-08,https://www.federalreserve.gov/boarddocs/speeches/2000/20000308.htm,"Before the Independent Community Bankers of America, San Antonio, Texas",2677,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,3
56_50,Governor Edward M. Gramlich,2000-03-07,https://www.federalreserve.gov/boarddocs/speeches/2000/20000307.htm,"Before America's Community Bankers, Government Affairs Conference, Washington, D.C.",1136,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
56_51,"Vice Chairman Roger W. Ferguson, Jr.",2000-03-06,https://www.federalreserve.gov/boarddocs/speeches/2000/200003062.htm,"At the Institute of International Bankers, Washington, D.C.",3149,0,0,1,0,0,0,0,0,0,1,12,1,2,0,0,0,0,1,3,0,4
56_52,Chairman Alan Greenspan,2000-03-06,https://www.federalreserve.gov/boarddocs/speeches/2000/20000306.htm,"Before the Boston College Conference on the New Economy, Boston, Massachusetts",2841,4,2,0,0,1,0,0,1,1,0,21,0,2,0,2,7,2,4,0,3,0
56_53,Governor Laurence H. Meyer,2000-03-03,https://www.federalreserve.gov/boarddocs/speeches/2000/20000303.htm,"Before the Joint Conference of the Federal Reserve Bank of San Francisco and the Stanford Institute for Economic Policy Research,""",4143,38,0,0,0,0,28,27,0,0,0,53,0,4,5,39,45,1,1,4,1,8
56_54,Governor Laurence H. Meyer,2000-02-25,https://www.federalreserve.gov/boarddocs/speeches/2000/20000225.htm,"Before the Derivatives Risk Management Symposium, Institute on Law and Financial Services, Fordham University School of Law, New York, New York",3258,0,0,1,0,0,0,0,0,0,0,13,2,1,0,3,0,0,2,0,1,2
56_55,Governor Laurence H. Meyer,2000-02-23,https://www.federalreserve.gov/boarddocs/speeches/2000/20000223.htm,"Before the 16th Annual Policy Conference, National Association for Business Economics, Capital Hilton Hotel, Washington, D.C.",3893,3,0,0,0,0,8,1,1,0,0,62,0,1,0,1,30,1,0,3,0,35
56_56,"Vice Chairman Roger W. Ferguson, Jr.",2000-02-17,https://www.federalreserve.gov/boarddocs/speeches/2000/20000217.htm,"Before the Downtown Economists Club, New York, New York",2970,6,3,0,0,0,3,2,0,0,0,16,0,1,2,0,1,0,0,3,8,8
56_57,Governor Laurence H. Meyer,2000-02-03,https://www.federalreserve.gov/boarddocs/speeches/2000/20000203.htm,"Before the American Law Institute and American Bar Association, Washington, D.C.",3246,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,2
56_58,Governor Laurence H. Meyer,2000-01-20,https://www.federalreserve.gov/boarddocs/speeches/2000/20000120.htm,"Before the National Economists Club and the Society of Government Economists, Washington, D.C.",3825,27,0,0,0,6,13,10,0,0,0,34,0,1,0,3,41,0,7,7,0,1
56_59,Governor Laurence H. Meyer,2000-01-14,https://www.federalreserve.gov/boarddocs/speeches/2000/20000114.htm,"Before a National Bureau of Economic Research Conference, Prudential Supervision: What Works and What Doesn't, Cheeca Lodge, Islamorada, Florida",3882,0,2,1,0,0,0,0,0,0,0,11,1,5,0,0,0,0,2,3,0,5
56_60,Chairman Alan Greenspan,2000-01-13,https://www.federalreserve.gov/boarddocs/speeches/2000/200001132.htm,"Before the Economic Club of New York, New York, New York",4559,12,2,0,0,2,6,2,2,0,1,22,2,7,0,3,13,2,5,2,12,3
56_61,Governor Edward M. Gramlich,2000-01-13,https://www.federalreserve.gov/boarddocs/speeches/2000/20000113.htm,"Before the Charlotte Economics Club, Charlotte, North Carolina",4671,199,4,0,0,9,12,9,2,0,0,64,0,1,0,0,14,0,2,0,6,18
56_62,"Vice Chairman Roger W. Ferguson, Jr.",2000-01-07,https://www.federalreserve.gov/boarddocs/speeches/2000/20000107.htm,"Before the National Economic Association, Boston, Massachusetts",3830,4,0,1,0,2,0,0,0,0,63,36,1,1,1,2,2,0,4,0,0,11
57_1,Governor Laurence H. Meyer,1999-12-15,https://www.federalreserve.gov/boarddocs/speeches/1999/19991215.htm,"Before the Symposium on Financial Modernization Legislation, sponsored by Women in Housing and Finance, Washington, D.C.",4317,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,1,0,2
57_2,Governor Laurence H. Meyer,1999-11-30,https://www.federalreserve.gov/boarddocs/speeches/1999/19991130.htm,"Before the Stern Graduate School of Business, New York University, New York, New York",6522,60,12,1,1,0,11,10,10,0,0,76,0,4,1,9,18,1,6,1,15,17
57_3,Chairman Alan Greenspan,1999-11-15,https://www.federalreserve.gov/boarddocs/speeches/1999/19991115.htm,"Before the Annual Meeting of the American Council of Life Insurance, Washington, D.C.",1992,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,3,1,2
57_4,Governor Edward M. Gramlich,1999-11-04,https://www.federalreserve.gov/boarddocs/speeches/1999/19991104.htm,"Before the 25th Anniversary Conference of the Credit Research Center, Georgetown University's McDonough School of Business, Arlington, Virginia",1979,0,0,0,1,1,0,0,0,0,0,11,0,2,0,0,1,2,7,6,0,1
57_5,Chairman Alan Greenspan,1999-11-02,https://www.federalreserve.gov/boarddocs/speeches/1999/19991102.htm,"Before a conference on Mortgage Markets and Economic Activity sponsored by America's Community Bankers, Washington, D.C.",2043,2,0,0,0,0,0,0,0,0,1,15,0,3,0,0,0,1,2,0,0,5
57_6,Chairman Alan Greenspan,1999-10-28,https://www.federalreserve.gov/boarddocs/speeches/1999/199910282.htm,"Before The Business Council, Boca Raton, Florida",3054,6,2,0,0,1,1,0,1,0,0,26,2,5,0,2,9,0,4,0,5,6
57_7,"Vice Chairman Roger W. Ferguson, Jr.",1999-10-28,https://www.federalreserve.gov/boarddocs/speeches/1999/19991028.htm,"Before the The Bond Market Association, New York, New York",3182,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2,1,0,0,2
57_8,Chairman Alan Greenspan,1999-10-19,https://www.federalreserve.gov/boarddocs/speeches/1999/19991019.htm,"Before the 1999 Financial Markets Conference of the Federal Reserve Bank of Atlanta, Sea Island, Georgia",2798,0,0,2,0,2,0,0,0,0,14,15,0,1,0,0,0,0,1,2,1,2
57_9,Chairman Alan Greenspan,1999-10-15,https://www.federalreserve.gov/boarddocs/speeches/1999/19991015.htm,"Before the National Italian American Foundation, Washington, D.C.",1510,0,0,0,0,0,0,0,0,0,1,5,1,1,0,2,0,0,0,2,1,0
57_10,Chairman Alan Greenspan,1999-10-14,https://www.federalreserve.gov/boarddocs/speeches/1999/19991014.htm,"Before a conference sponsored by the Office of the Comptroller of the Currency, Washington, D.C.",2067,0,4,0,0,0,0,0,0,0,1,10,1,0,0,3,1,0,3,0,0,2
57_11,Governor Laurence H. Meyer,1999-10-12,https://www.federalreserve.gov/boarddocs/speeches/1999/19991012.htm,"Before the Department of Finance Lecture Series, University of Missouri, Columbia, Missouri",8556,116,5,0,1,2,14,1,11,0,0,171,0,2,2,0,21,0,5,1,3,59
57_12,Chairman Alan Greenspan,1999-10-11,https://www.federalreserve.gov/boarddocs/speeches/1999/19991011.htm,"Before the American Bankers Association, Phoenix, Arizona",2222,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,1,1
57_13,"Vice Chairman Roger W. Ferguson, Jr.",1999-10-06,https://www.federalreserve.gov/boarddocs/speeches/1999/19991006.htm,"Before the National Association of Federal Credit Unions, Washington, D.C.",3727,0,1,0,0,0,0,0,0,1,0,11,1,1,0,0,0,0,0,2,0,4
57_14,Governor Laurence H. Meyer,1999-10-01,https://www.federalreserve.gov/boarddocs/speeches/1999/19991001.htm,"Before the International Finance Conference, Federal Reserve Bank of Chicago, Chicago, Illinois",3478,0,0,0,0,1,0,0,0,0,11,7,4,4,0,0,0,0,0,1,1,1
57_15,Chairman Alan Greenspan,1999-09-30,https://www.federalreserve.gov/boarddocs/speeches/1999/19990930.htm,"Before the Minnesota Meeting, Minneapolis, Minnesota",2234,0,0,0,0,0,5,1,0,0,0,2,0,7,0,0,6,0,2,3,2,1
57_16,"Governor Roger W. Ferguson, Jr.",1999-09-28,https://www.federalreserve.gov/boarddocs/speeches/1999/19990928.htm,"Before the Wallenberg Forum at Georgetown University, Washington, D.C.",3166,0,1,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0,1,0,3
57_17,Chairman Alan Greenspan,1999-09-27,https://www.federalreserve.gov/boarddocs/speeches/1999/199909272.htm,"Before the World Bank Group and the International Monetary Fund, Program of Seminars, Washington, D.C.",2892,0,0,2,0,1,0,0,0,0,13,18,1,2,0,1,0,0,1,2,1,2
57_18,Governor Laurence H. Meyer,1999-09-27,https://www.federalreserve.gov/boarddocs/speeches/1999/19990927.htm,"Before the Institute of International Bankers Annual Breakfast Dialogue, Four Seasons Hotel, Washington, D.C.",2226,0,2,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,1,0,0,0
57_19,"Governor Roger W. Ferguson, Jr.",1999-09-21,https://www.federalreserve.gov/boarddocs/speeches/1999/19990921.htm,"Before the 2000 Global Economic and Investment Outlook Conference, Carnegie Bosch Institute, Pittsburgh, Pennsylvania",3363,2,1,0,0,0,10,3,1,0,0,30,0,4,0,1,2,0,1,2,13,5
57_20,Governor Edward M. Gramlich,1999-09-17,https://www.federalreserve.gov/boarddocs/speeches/1999/199909172.htm,"Before the Electronic Payment Symposium, University of Michigan, Ann Arbor, Michigan",3444,0,0,1,0,0,1,1,1,0,0,9,2,1,0,0,0,0,1,0,0,2
57_21,Chairman Alan Greenspan,1999-09-17,https://www.federalreserve.gov/boarddocs/speeches/1999/19990917.htm,"Before the President's Council on Year 2000 Conversion, Financial Sector Group, Year 2000 Summit, Washington, D.C.",1974,0,0,0,0,0,0,0,0,0,1,5,1,2,0,2,0,0,0,2,1,1
57_22,"Governor Edward W. Kelley, Jr.",1999-09-16,https://www.federalreserve.gov/boarddocs/speeches/1999/19990916.htm,"Before the Banking Regulators' News Conference on Y2K Readiness, National Press Club, Washington, D.C.",729,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
57_23,Governor Edward M. Gramlich,1999-09-15,https://www.federalreserve.gov/boarddocs/speeches/1999/19990915.htm,"Before the BusinessLINC and Small Business Technical Assistance Conference, Washington, D.C.",2033,0,0,0,0,0,3,1,0,0,0,6,0,1,0,0,0,0,2,0,0,2
57_24,"Governor Roger W. Ferguson, Jr.",1999-09-09,https://www.federalreserve.gov/boarddocs/speeches/1999/19990909.htm,"Before The National Economists Club, Washington, D.C.",3090,32,2,0,0,0,5,2,0,0,2,31,0,3,3,3,6,0,0,1,0,11
57_25,Governor Laurence H. Meyer,1999-09-08,https://www.federalreserve.gov/boarddocs/speeches/1999/199909082.htm,"Before the Philadelphia Council for Business Economics, Federal Reserve Bank of Philadelphia, Philadelphia, Pennsylvania",5518,45,8,1,0,0,21,14,10,0,0,99,0,7,7,13,8,1,7,1,14,7
57_26,Chairman Alan Greenspan,1999-09-08,https://www.federalreserve.gov/boarddocs/speeches/1999/19990908.htm,"Millennium Lecture Series, sponsored by the Gerald R. Ford Foundation and Grand Valley State University, Grand Rapids, Michigan",2155,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,4,0,0,0,1,0
57_27,Chairman Alan Greenspan,1999-08-27,https://www.federalreserve.gov/boarddocs/speeches/1999/19990827.htm,"Before a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",2576,0,0,0,1,0,0,0,0,0,1,19,1,4,0,4,0,0,4,0,1,5
57_28,"Governor Roger W. Ferguson, Jr.",1999-07-29,https://www.federalreserve.gov/boarddocs/speeches/1999/19990729.htm,"Before the George Washington University Y2K Group, Washington, D.C.",2706,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0
57_29,"Governor Roger W. Ferguson, Jr.",1999-06-22,https://www.federalreserve.gov/boarddocs/speeches/1999/19990622.htm,"Before the Second Global Y2K National Coordinators Conference, United Nations, New York, New York",972,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,1,1,0,1
57_30,Governor Edward M. Gramlich,1999-06-16,https://www.federalreserve.gov/boarddocs/speeches/1999/19990616.htm,"Second Annual Robert J. Lampman Memorial Lecture, University of Wisconsin, Madison",4946,0,0,0,0,0,1,0,0,0,0,50,1,2,0,0,0,0,1,3,1,13
57_31,Governor Laurence H. Meyer,1999-06-14,https://www.federalreserve.gov/boarddocs/speeches/1999/19990614.htm,"Before the Conference on Reforming Bank Capital Standards, Council on Foreign Relations, New York, New York",4518,0,0,1,0,0,0,0,0,1,2,13,18,2,0,0,0,0,1,1,0,2
57_32,Chairman Alan Greenspan,1999-06-10,https://www.federalreserve.gov/boarddocs/speeches/1999/199906102.htm,"Harvard University, Cambridge, Massachusetts",2177,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,2,0,0,0,1,0
57_33,"Governor Roger W. Ferguson, Jr.",1999-06-10,https://www.federalreserve.gov/boarddocs/speeches/1999/19990610.htm,"Before the East Hanover (N.J.) Area Chamber of Commerce, East Hanover, New Jersey",3299,19,2,0,0,0,10,2,6,0,2,18,0,0,1,1,7,0,2,6,5,8
57_34,Governor Laurence H. Meyer,1999-06-03,https://www.federalreserve.gov/boarddocs/speeches/1999/19990603.htm,"At the Conference of State Bank Supervisors, Williamsburg, Virginia",4715,0,2,0,0,0,0,0,0,0,1,5,2,4,0,0,0,0,0,0,0,0
57_35,Chairman Alan Greenspan,1999-06-02,https://www.federalreserve.gov/boarddocs/speeches/1999/19990602.htm,"Before the Alliance for the Commonwealth, Conference on International Business, Boston, Massachusetts",2042,0,0,0,0,0,4,1,0,0,0,1,0,6,0,0,5,0,2,2,0,0
57_36,Vice Chair Alice M. Rivlin,1999-06-01,https://www.federalreserve.gov/boarddocs/speeches/1999/19990601.htm,"At La Conférence de Montréal, Montreal, Canada",2449,12,0,0,0,3,2,2,1,0,6,17,3,1,0,0,1,0,4,3,5,1
57_37,Vice Chair Alice M. Rivlin,1999-05-13,https://www.federalreserve.gov/boarddocs/speeches/1999/199905132.htm,"At the Economic Literacy Conference, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota",2141,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,0
57_38,Vice Chair Alice M. Rivlin,1999-05-13,https://www.federalreserve.gov/boarddocs/speeches/1999/19990513.htm,"Before the ""Minnesota Meeting"" group, Minneapolis, Minnesota",2711,16,1,0,0,2,4,4,1,0,4,12,1,4,0,1,1,1,5,0,7,1
57_39,Chairman Alan Greenspan,1999-05-06,https://www.federalreserve.gov/boarddocs/speeches/1999/19990506.htm,"At the 35th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",4559,25,5,2,1,1,2,1,9,0,4,30,1,8,2,0,4,3,5,3,32,5
57_40,Chairman Alan Greenspan,1999-04-29,https://www.federalreserve.gov/boarddocs/speeches/1999/19990429.htm,"Before the World Bank Conference on Recent Trends in Reserves Management, Washington, D.C.",3047,1,0,1,0,0,0,0,0,0,9,25,3,2,0,0,0,0,0,0,0,1
57_41,Governor Laurence H. Meyer,1999-04-26,https://www.federalreserve.gov/boarddocs/speeches/1999/19990426.htm,"At the European Institute's Conference ""Challenges to the European Millennium,"" Four Seasons Hotel, Washington, D.C.",2872,3,1,0,0,0,1,0,0,0,1,33,0,1,0,1,0,1,0,0,2,8
57_42,Governor Edward M. Gramlich,1999-04-22,https://www.federalreserve.gov/boarddocs/speeches/1999/199904222.htm,"Before the Wharton Public Policy Forum Series, Philadelphia, Pennsylvania",3887,19,0,1,0,7,23,19,0,0,0,74,0,0,0,1,9,0,1,0,0,15
57_43,Governor Laurence H. Meyer,1999-04-22,https://www.federalreserve.gov/boarddocs/speeches/1999/19990422.htm,"At the Ninth Annual Hyman P. Minsky Conference on Financial Structure, The Jerome Levy Economics Institute, Bard College, Annandale-on-the-Hudson, New York",5150,10,3,3,0,2,0,0,0,5,32,77,2,3,5,0,2,0,1,3,0,16
57_44,Chairman Alan Greenspan,1999-04-16,https://www.federalreserve.gov/boarddocs/speeches/1999/19990416.htm,"Before the Dallas Ambassadors Forum, Dallas, Texas",2203,0,0,0,0,0,4,1,0,0,0,1,0,4,0,0,5,0,3,1,0,1
57_45,Governor Laurence H. Meyer,1999-04-14,https://www.federalreserve.gov/boarddocs/speeches/1999/19990414.htm,"Before the World Economic Forum, U.S.A. Regional Meeting, U.S. Chamber of Commerce's National Chamber Foundation, Washington, D.C.",4433,43,1,2,1,4,7,7,1,1,3,66,3,7,1,1,5,5,4,3,13,13
57_46,"Governor Roger W. Ferguson, Jr.",1999-04-13,https://www.federalreserve.gov/boarddocs/speeches/1999/19990413.htm,"Before the National Automated Clearing House Association, Atlanta, Georgia",3156,0,1,0,0,1,0,0,0,0,1,11,0,0,0,2,0,0,1,2,1,2
57_47,Vice Chair Alice M. Rivlin,1999-04-06,https://www.federalreserve.gov/boarddocs/speeches/1999/19990406.htm,"Before the Business Roundtable, Social Security Symposium, Washington, D.C.",2949,3,0,0,0,0,0,0,2,0,0,9,1,4,0,1,2,0,2,0,3,1
57_48,"Governor Edward W. Kelley, Jr.",1999-03-25,https://www.federalreserve.gov/boarddocs/speeches/1999/19990325.htm,"Owens Distinguished Lecture Series, Owens Graduate School of Management, Vanderbilt University",3685,0,0,0,0,3,0,0,0,0,0,14,2,3,0,1,1,0,0,3,2,2
57_49,Chairman Alan Greenspan,1999-03-19,https://www.federalreserve.gov/boarddocs/speeches/1999/19990319.htm,"Before the Futures Industry Association, Boca Raton, Florida",2747,0,0,0,0,0,0,0,0,0,3,20,1,7,0,0,1,0,1,5,0,5
